x, phil, phir
0.656595,-0.0150941,0
0.658165,-0.0154441,0
0.659736,-0.0157931,0
0.661307,-0.016141,0
0.662878,-0.0164878,0
0.664448,-0.0168336,0
0.666019,-0.0171782,0
0.66759,-0.0175218,0
0.669161,-0.0178641,0
0.670731,-0.0182053,0
0.672302,-0.0185453,0
0.673873,-0.018884,0
0.675444,-0.0192215,0
0.677015,-0.0195578,0
0.678585,-0.0198928,0
0.680156,-0.0202264,0
0.681727,-0.0205587,0
0.683298,-0.0208897,0
0.684868,-0.0212193,0
0.686439,-0.0215476,0
0.68801,-0.0218744,0
0.689581,-0.0221998,0
0.691152,-0.0225237,0
0.692722,-0.0228462,0
0.694293,-0.0231671,0
0.695864,-0.0234866,0
0.697435,-0.0238045,0
0.699005,-0.0241209,0
0.700576,-0.0244357,0
0.702147,-0.024749,0
0.703718,-0.0250606,0
0.705289,-0.0253706,0
0.706859,-0.0256789,0
0.70843,-0.0259856,0
0.710001,-0.0262906,0
0.711572,-0.026594,0
0.713142,-0.0268956,0
0.714713,-0.0271954,0
0.716284,-0.0274935,0
0.717855,-0.0277899,0
0.719426,-0.0280844,0
0.720996,-0.0283772,0
0.722567,-0.0286681,0
0.724138,-0.0289572,0
0.725709,-0.0292444,0
0.727279,-0.0295298,0
0.72885,-0.0298132,0
0.730421,-0.0300948,0
0.731992,-0.0303744,0
0.733563,-0.0306521,0
0.735133,-0.0309279,0
0.736704,-0.0312017,0
0.738275,-0.0314735,0
0.739846,-0.0317433,0
0.741416,-0.0320111,0
0.742987,-0.0322768,0
0.744558,-0.0325405,0
0.746129,-0.0328022,0
0.7477,-0.0330618,0
0.74927,-0.0333192,0
0.750841,-0.0335746,0
0.752412,-0.0338279,0
0.753983,-0.0340791,0
0.755553,-0.0343281,0
0.757124,-0.0345749,0
0.758695,-0.0348196,0
0.760266,-0.0350621,0
0.761837,-0.0353024,0
0.763407,-0.0355405,0
0.764978,-0.0357763,0
0.766549,-0.03601,0
0.76812,-0.0362414,0
0.76969,-0.0364705,0
0.771261,-0.0366974,0
0.772832,-0.036922,0
0.774403,-0.0371443,0
0.775974,-0.0373643,0
0.777544,-0.037582,0
0.779115,-0.0377973,0
0.780686,-0.0380104,0
0.782257,-0.038221,0
0.783827,-0.0384294,0
0.785398,-0.0386353,0
0.786969,-0.0388389,0
0.78854,-0.0390402,0
0.79011,-0.039239,0
0.791681,-0.0394354,0
0.793252,-0.0396294,0
0.794823,-0.039821,0
0.796394,-0.0400102,0
0.797964,-0.0401969,0
0.799535,-0.0403812,0
0.801106,-0.040563,0
0.802677,-0.0407424,0
0.804247,-0.0409193,0
0.805818,-0.0410937,0
0.807389,-0.0412656,0
0.80896,-0.0414351,0
0.810531,-0.0416021,0
0.812101,-0.0417665,0
0.813672,-0.0419285,0
0.815243,-0.0420879,0
0.816814,-0.0422448,0
0.818384,-0.0423992,0
0.819955,-0.0425511,0
0.821526,-0.0427004,0
0.823097,-0.0428472,0
0.824668,-0.0429914,0
0.826238,-0.0431331,0
0.827809,-0.0432722,0
0.82938,-0.0434088,0
0.830951,-0.0435428,0
0.832521,-0.0436742,0
0.834092,-0.0438031,0
0.835663,-0.0439293,0
0.837234,-0.044053,0
0.838805,-0.0441742,0
0.840375,-0.0442927,0
0.841946,-0.0444087,0
0.843517,-0.044522,0
0.845088,-0.0446328,0
0.846658,-0.044741,0
0.848229,-0.0448465,0
0.8498,-0.0449495,0
0.851371,-0.0450499,0
0.852942,-0.0451477,0
0.854512,-0.0452429,0
0.856083,-0.0453354,0
0.857654,-0.0454254,0
0.859225,-0.0455128,0
0.860795,-0.0455975,0
0.862366,-0.0456797,0
0.863937,-0.0457593,0
0.865508,-0.0458362,0
0.867079,-0.0459106,0
0.868649,-0.0459823,0
0.87022,-0.0460515,0
0.871791,-0.046118,0
0.873362,-0.046182,0
0.874932,-0.0462433,0
0.876503,-0.0463021,0
0.878074,-0.0463582,0
0.879645,-0.0464118,0
0.881216,-0.0464628,0
0.882786,-0.0465112,0
0.884357,-0.046557,0
0.885928,-0.0466002,0
0.887499,-0.0466409,0
0.889069,-0.046679,0
0.89064,-0.0467145,0
0.892211,-0.0467474,0
0.893782,-0.0467778,0
0.895353,-0.0468056,0
0.896923,-0.0468309,0
0.898494,-0.0468536,0
0.900065,-0.0468737,0
0.901636,-0.0468914,0
0.903206,-0.0469065,0
0.904777,-0.046919,0
0.906348,-0.046929,0
0.907919,-0.0469366,0
0.909489,-0.0469415,0
0.91106,-0.046944,0
0.912631,-0.046944,0
0.914202,-0.0469415,0
0.915773,-0.0469365,0
0.917343,-0.046929,0
0.918914,-0.046919,0
0.920485,-0.0469066,0
0.922056,-0.0468917,0
0.923626,-0.0468743,0
0.925197,-0.0468545,0
0.926768,-0.0468323,0
0.928339,-0.0468076,0
0.92991,-0.0467805,0
0.93148,-0.046751,0
0.933051,-0.0467191,0
0.934622,-0.0466848,0
0.936193,-0.046648,0
0.937763,-0.046609,0
0.939334,-0.0465675,0
0.940905,-0.0465236,0
0.942476,-0.0464775,0
0.944047,-0.0464289,0
0.945617,-0.0463781,0
0.947188,-0.0463249,0
0.948759,-0.0462694,0
0.95033,-0.0462115,0
0.9519,-0.0461514,0
0.953471,-0.046089,0
0.955042,-0.0460244,0
0.956613,-0.0459574,0
0.958184,-0.0458882,0
0.959754,-0.0458168,0
0.961325,-0.0457431,0
0.962896,-0.0456673,0
0.964467,-0.0455892,0
0.966037,-0.0455089,0
0.967608,-0.0454264,0
0.969179,-0.0453418,0
0.97075,-0.045255,0
0.972321,-0.045166,0
0.973891,-0.0450749,0
0.975462,-0.0449817,0
0.977033,-0.0448864,0
0.978604,-0.0447889,0
0.980174,-0.0446894,0
0.981745,-0.0445878,0
0.983316,-0.0444842,0
0.984887,-0.0443785,0
0.986458,-0.0442708,0
0.988028,-0.044161,0
0.989599,-0.0440493,0
0.99117,-0.0439355,0
0.992741,-0.0438198,0
0.994311,-0.0437021,0
0.995882,-0.0435825,0
0.997453,-0.0434609,0
0.999024,-0.0433374,0
1.00059,-0.043212,0
1.00217,-0.0430846,0
1.00374,-0.0429555,0
1.00531,-0.0428244,0
1.00688,-0.0426915,0
1.00845,-0.0425568,0
1.01002,-0.0424202,0
1.01159,-0.0422818,0
1.01316,-0.0421417,0
1.01473,-0.0419997,0
1.0163,-0.041856,0
1.01787,-0.0417106,0
1.01944,-0.0415634,0
1.02101,-0.0414146,0
1.02259,-0.041264,0
1.02416,-0.0411117,0
1.02573,-0.0409578,0
1.0273,-0.0408022,0
1.02887,-0.040645,0
1.03044,-0.0404862,0
1.03201,-0.0403257,0
1.03358,-0.0401637,0
1.03515,-0.0400001,0
1.03672,-0.039835,0
1.03829,-0.0396683,0
1.03986,-0.0395001,0
1.04143,-0.0393304,0
1.04301,-0.0391592,0
1.04458,-0.0389866,0
1.04615,-0.0388124,0
1.04772,-0.0386369,0
1.04929,-0.0384599,0
1.05086,-0.0382815,0
1.05243,-0.0381018,0
1.054,-0.0379207,0
1.05557,-0.0377382,0
1.05714,-0.0375544,0
1.05871,-0.0373692,0
1.06028,-0.0371828,0
1.06185,-0.0369951,0
1.06343,-0.0368061,0
1.065,-0.0366158,0
1.06657,-0.0364244,0
1.06814,-0.0362317,0
1.06971,-0.0360378,0
1.07128,-0.0358428,0
1.07285,-0.0356465,0
1.07442,-0.0354492,0
1.07599,-0.0352507,0
1.07756,-0.0350511,0
1.07913,-0.0348504,0
1.0807,-0.0346486,0
1.08227,-0.0344458,0
1.08385,-0.0342419,0
1.08542,-0.034037,0
1.08699,-0.0338311,0
1.08856,-0.0336243,0
1.09013,-0.0334164,0
1.0917,-0.0332076,0
1.09327,-0.0329979,0
1.09484,-0.0327872,0
1.09641,-0.0325757,0
1.09798,-0.0323632,0
1.09955,-0.0321499,0
1.10112,-0.0319358,0
1.10269,-0.0317208,0
1.10427,-0.031505,0
1.10584,-0.0312884,0
1.10741,-0.0310711,0
1.10898,-0.0308529,0
1.11055,-0.0306341,0
1.11212,-0.0304145,0
1.11369,-0.0301942,0
1.11526,-0.0299732,0
1.11683,-0.0297515,0
1.1184,-0.0295292,0
1.11997,-0.0293063,0
1.12154,-0.0290827,0
1.12312,-0.0288585,0
1.12469,-0.0286337,0
1.12626,-0.0284084,0
1.12783,-0.0281825,0
1.1294,-0.0279561,0
1.13097,-0.0277291,0
1.13254,-0.0275017,0
1.13411,-0.0272737,0
1.13568,-0.0270453,0
1.13725,-0.0268164,0
1.13882,-0.0265871,0
1.14039,-0.0263574,0
1.14196,-0.0261273,0
1.14354,-0.0258968,0
1.14511,-0.0256659,0
1.14668,-0.0254346,0
1.14825,-0.0252031,0
1.14982,-0.0249712,0
1.15139,-0.0247389,0
1.15296,-0.0245064,0
1.15453,-0.0242736,0
1.1561,-0.0240406,0
1.15767,-0.0238073,0
1.15924,-0.0235738,0
1.16081,-0.0233401,0
1.16238,-0.0231061,0
1.16396,-0.022872,0
1.16553,-0.0226377,0
1.1671,-0.0224033,0
1.16867,-0.0221687,0
1.17024,-0.021934,0
1.17181,-0.0216991,0
1.17338,-0.0214642,0
1.17495,-0.0212292,0
1.17652,-0.0209941,0
1.17809,-0.020759,0
1.17966,-0.0205239,0
1.18123,-0.0202887,0
1.1828,-0.0200535,0
1.18438,-0.0198182,0
1.18595,-0.0195831,0
1.18752,-0.0193479,0
1.18909,-0.0191128,0
1.19066,-0.0188777,0
1.19223,-0.0186427,0
1.1938,-0.0184077,0
1.19537,-0.0181729,0
1.19694,-0.0179381,0
1.19851,-0.0177035,0
1.20008,-0.017469,0
1.20165,-0.0172346,0
1.20322,-0.0170004,0
1.2048,-0.0167663,0
1.20637,-0.0165324,0
1.20794,-0.0162987,0
1.20951,-0.0160651,0
1.21108,-0.0158318,0
1.21265,-0.0155987,0
1.21422,-0.0153658,0
1.21579,-0.0151331,0
1.21736,-0.0149007,0
1.21893,-0.0146685,0
1.2205,-0.0144366,0
1.22207,-0.014205,0
1.22364,-0.0139736,0
1.22522,-0.0137425,0
1.22679,-0.0135117,0
1.22836,-0.0132812,0
1.22993,-0.013051,0
1.2315,-0.0128212,0
1.23307,-0.0125916,0
1.23464,-0.0123624,0
1.23621,-0.0121335,0
1.23778,-0.011905,0
1.23935,-0.0116768,0
1.24092,-0.0114489,0
1.24249,-0.0112214,0
1.24406,-0.0109943,0
1.24564,-0.0107676,0
1.24721,-0.0105412,0
1.24878,-0.0103152,0
1.25035,-0.0100896,0
1.25192,-0.00986435,0
1.25349,-0.0096395,0
1.25506,-0.00941505,0
1.25663,-0.00919098,0
1.2582,-0.00896732,0
1.25977,-0.00874405,0
1.26134,-0.00852117,0
1.26291,-0.0082987,0
1.26448,-0.00807663,0
1.26606,-0.00785495,0
1.26763,-0.00763367,0
1.2692,-0.0074128,0
1.27077,-0.00719232,0
1.27234,-0.00697223,0
1.27391,-0.00675254,0
1.27548,-0.00653324,0
1.27705,-0.00631433,0
1.27862,-0.0060958,0
1.28019,-0.00587766,0
1.28176,-0.00565989,0
1.28333,-0.00544249,0
1.28491,-0.00522546,0
1.28648,-0.00500878,0
1.28805,-0.00479246,0
1.28962,-0.00457649,0
1.29119,-0.00436086,0
1.29276,-0.00414555,0
1.29433,-0.00393057,0
1.2959,-0.0037159,0
1.29747,-0.00350153,0
1.29904,-0.00328745,0
1.30061,-0.00307365,0
1.30218,-0.00286012,0
1.30375,-0.00264684,0
1.30533,-0.00243381,0
1.3069,-0.002221,0
1.30847,-0.0020084,0
1.31004,-0.00179599,0
1.31161,-0.00158377,0
1.31318,-0.0013717,0
1.31475,-0.00115978,0
1.31632,-0.000947983,0
1.31789,-0.000736286,0
1.31946,-0.000524671,0
1.32103,-0.000313115,0
1.3226,-0.000101595,0
1.32417,0.000109913,0
1.32575,0.000321434,0
1.32732,0.000532995,0
1.32889,0.000744623,0
1.33046,0.000956347,0
1.33203,0.0011682,0
1.3336,0.0013802,0
1.33517,0.0015924,0
1.33674,0.00180482,0
1.33831,0.0020175,0
1.33988,0.00223047,0
1.34145,0.00244378,0
1.34302,0.00265746,0
1.34459,0.00287155,0
1.34617,0.0030861,0
1.34774,0.00330115,0
1.34931,0.00351675,0
1.35088,0.00373295,0
1.35245,0.00394979,0
1.35402,0.00416733,0
1.35559,0.00438562,0
1.35716,0.00460472,0
1.35873,0.00482468,0
1.3603,0.00504558,0
1.36187,0.00526746,0
1.36344,0.0054904,0
1.36501,0.00571447,0
1.36659,0.00593973,0
1.36816,0.00616627,0
1.36973,0.00639415,0
1.3713,0.00662345,0
1.37287,0.00685427,0
1.37444,0.00708668,0
1.37601,0.00732078,0
1.37758,0.00755665,0
1.37915,0.00779441,0
1.38072,0.00803414,0
1.38229,0.00827596,0
1.38386,0.00851997,0
1.38543,0.00876629,0
1.38701,0.00901504,0
1.38858,0.00926634,0
1.39015,0.00952033,0
1.39172,0.00977713,0
1.39329,0.0100369,0
1.39486,0.0102998,0
1.39643,0.0105659,0
1.398,0.0108354,0
1.39957,0.0111086,0
1.40114,0.0113855,0
1.40271,0.0116663,0
1.40428,0.0119513,0
1.40585,0.0122406,0
1.40743,0.0125345,0
1.409,0.0128331,0
1.41057,0.0131368,0
1.41214,0.0134456,0
1.41371,0.01376,0
1.41528,0.0140801,0
1.41685,0.0144062,0
1.41842,0.0147386,0
1.41999,0.0150777,0
1.42156,0.0154237,0
1.42313,0.015777,0
1.4247,0.0161379,0
1.42627,0.0165069,0
1.42785,0.0168842,0
1.42942,0.0172703,0
1.43099,0.0176657,0
1.43256,0.0180708,0
1.43413,0.018486,0
1.4357,0.018912,0
1.43727,0.0193492,0
1.43884,0.0197981,0
1.44041,0.0202595,0
1.44198,0.020734,0
1.44355,0.0212221,0
1.44512,0.0217247,0
1.44669,0.0222425,0
1.44827,0.0227763,0
1.44984,0.0233269,0
1.45141,0.0238953,0
1.45298,0.0244824,0
1.45455,0.0250892,0
1.45612,0.0257169,0
1.45769,0.0263667,0
1.45926,0.0270396,0
1.46083,0.0277372,0
1.4624,0.0284609,0
1.46397,0.0292121,0
1.46554,0.0299924,0
1.46712,0.0308038,0
1.46869,0.0316479,0
1.47026,0.0325269,0
1.47183,0.033443,0
1.4734,0.0343984,0
1.47497,0.0353958,0
1.47654,0.0364379,0
1.47811,0.0375275,0
1.47968,0.038668,0
1.48125,0.0398628,0
1.48282,0.0411157,0
1.48439,0.0424308,0
1.48596,0.0438126,0
1.48754,0.0452659,0
1.48911,0.0467961,0
1.49068,0.048409,0
1.49225,0.050111,0
1.49382,0.0519091,0
1.49539,0.0538111,0
1.49696,0.0558256,0
1.49853,0.0579618,0.0640041
1.5001,0.0602303,0.0602303
1.50167,0,0.0566003
1.50324,0,0.0531117
1.50481,0,0.0497623
1.50638,0,0.0465499
1.50796,0,0.043472
1.50953,0,0.0405264
1.5111,0,0.0377106
1.51267,0,0.0350223
1.51424,0,0.0324589
1.51581,0,0.0300181
1.51738,0,0.0276973
1.51895,0,0.0254939
1.52052,0,0.0234055
1.52209,0,0.0214294
1.52366,0,0.0195629
1.52523,0,0.0178035
1.5268,0,0.0161485
1.52838,0,0.014595
1.52995,0,0.0131404
1.53152,0,0.0117819
1.53309,0,0.0105166
1.53466,0,0.00934162
1.53623,0,0.00825417
1.5378,0,0.00725125
1.53937,0,0.0063299
1.54094,0,0.0054871
1.54251,0,0.0047198
1.54408,0,0.00402489
1.54565,0,0.00339922
1.54722,0,0.00283961
1.5488,0,0.00234282
1.55037,0,0.00190553
1.55194,0,0.00152441
1.55351,0,0.00119603
1.55508,0,0.000916909
1.55665,0,0.000683496
1.55822,0,0.00049215
1.55979,0,0.000339143
1.56136,0,0.000220641
1.56293,0,0.000132689
1.5645,0,7.11807e-05
1.56607,0,3.18165e-05
1.56764,0,1e-05
1.56922,0,0
