E, G
16.496,-0.0508564
16.4965,-0.0508564
16.497,-0.0508564
16.4975,-0.0508564
16.498,-0.0508564
16.4985,-0.0508564
16.499,-0.0508564
16.4995,-0.0508564
16.5,-0.0508564
16.5005,-0.0508564
16.501,-0.0508564
16.5015,-0.0508564
16.502,-0.0508563
16.5025,-0.0508563
16.503,-0.0508563
16.5035,-0.0508563
16.504,-0.0508563
16.5045,-0.0508563
16.505,-0.0508563
16.5055,-0.0508563
16.506,-0.0508563
16.5065,-0.0508563
16.507,-0.0508563
16.5075,-0.0508563
16.508,-0.0508563
16.5085,-0.0508563
16.509,-0.0508563
16.5095,-0.0508562
16.51,-0.0508562
16.5105,-0.0508562
16.511,-0.0508562
16.5115,-0.0508562
16.512,-0.0508562
16.5125,-0.0508562
16.513,-0.0508562
16.5135,-0.0508562
16.514,-0.0508562
16.5145,-0.0508562
16.515,-0.0508562
16.5155,-0.0508562
16.516,-0.0508562
16.5165,-0.0508561
16.517,-0.0508561
16.5175,-0.0508561
16.518,-0.0508561
16.5185,-0.0508561
16.519,-0.0508561
16.5195,-0.0508561
16.52,-0.0508561
16.5205,-0.0508561
16.521,-0.0508561
16.5215,-0.0508561
16.522,-0.0508561
16.5225,-0.0508561
16.523,-0.0508561
16.5235,-0.0508561
16.524,-0.050856
16.5245,-0.050856
16.525,-0.050856
16.5255,-0.050856
16.526,-0.050856
16.5265,-0.050856
16.527,-0.050856
16.5275,-0.050856
16.528,-0.050856
16.5285,-0.050856
16.529,-0.050856
16.5295,-0.050856
16.53,-0.050856
16.5305,-0.050856
16.531,-0.0508559
16.5315,-0.0508559
16.532,-0.0508559
16.5325,-0.0508559
16.533,-0.0508559
16.5335,-0.0508559
16.534,-0.0508559
16.5345,-0.0508559
16.535,-0.0508559
16.5355,-0.0508559
16.536,-0.0508559
16.5365,-0.0508559
16.537,-0.0508559
16.5375,-0.0508559
16.538,-0.0508559
16.5385,-0.0508558
16.539,-0.0508558
16.5395,-0.0508558
16.54,-0.0508558
16.5405,-0.0508558
16.541,-0.0508558
16.5415,-0.0508558
16.542,-0.0508558
16.5425,-0.0508558
16.543,-0.0508558
16.5435,-0.0508558
16.544,-0.0508558
16.5445,-0.0508558
16.545,-0.0508558
16.5455,-0.0508557
16.546,-0.0508557
16.5465,-0.0508557
16.547,-0.0508557
16.5475,-0.0508557
16.548,-0.0508557
16.5485,-0.0508557
16.549,-0.0508557
16.5495,-0.0508557
16.55,-0.0508557
16.5505,-0.0508557
16.551,-0.0508557
16.5515,-0.0508557
16.552,-0.0508557
16.5525,-0.0508557
16.553,-0.0508556
16.5535,-0.0508556
16.554,-0.0508556
16.5545,-0.0508556
16.555,-0.0508556
16.5555,-0.0508556
16.556,-0.0508556
16.5565,-0.0508556
16.557,-0.0508556
16.5575,-0.0508556
16.558,-0.0508556
16.5585,-0.0508556
16.559,-0.0508556
16.5595,-0.0508556
16.56,-0.0508555
16.5605,-0.0508555
16.561,-0.0508555
16.5615,-0.0508555
16.562,-0.0508555
16.5625,-0.0508555
16.563,-0.0508555
16.5635,-0.0508555
16.564,-0.0508555
16.5645,-0.0508555
16.565,-0.0508555
16.5655,-0.0508555
16.566,-0.0508555
16.5665,-0.0508555
16.567,-0.0508555
16.5675,-0.0508554
16.568,-0.0508554
16.5685,-0.0508554
16.569,-0.0508554
16.5695,-0.0508554
16.57,-0.0508554
16.5705,-0.0508554
16.571,-0.0508554
16.5715,-0.0508554
16.572,-0.0508554
16.5725,-0.0508554
16.573,-0.0508554
16.5735,-0.0508554
16.574,-0.0508554
16.5745,-0.0508553
16.575,-0.0508553
16.5755,-0.0508553
16.576,-0.0508553
16.5765,-0.0508553
16.577,-0.0508553
16.5775,-0.0508553
16.578,-0.0508553
16.5785,-0.0508553
16.579,-0.0508553
16.5795,-0.0508553
16.58,-0.0508553
16.5805,-0.0508553
16.581,-0.0508553
16.5815,-0.0508553
16.582,-0.0508552
16.5825,-0.0508552
16.583,-0.0508552
16.5835,-0.0508552
16.584,-0.0508552
16.5845,-0.0508552
16.585,-0.0508552
16.5855,-0.0508552
16.586,-0.0508552
16.5865,-0.0508552
16.587,-0.0508552
16.5875,-0.0508552
16.588,-0.0508552
16.5885,-0.0508552
16.589,-0.0508551
16.5895,-0.0508551
16.59,-0.0508551
16.5905,-0.0508551
16.591,-0.0508551
16.5915,-0.0508551
16.592,-0.0508551
16.5925,-0.0508551
16.593,-0.0508551
16.5935,-0.0508551
16.594,-0.0508551
16.5945,-0.0508551
16.595,-0.0508551
16.5955,-0.0508551
16.596,-0.0508551
16.5965,-0.050855
16.597,-0.050855
16.5975,-0.050855
16.598,-0.050855
16.5985,-0.050855
16.599,-0.050855
16.5995,-0.050855
16.6,-0.050855
16.6005,-0.050855
16.601,-0.050855
16.6015,-0.050855
16.602,-0.050855
16.6025,-0.050855
16.603,-0.050855
16.6035,-0.0508549
16.604,-0.0508549
16.6045,-0.0508549
16.605,-0.0508549
16.6055,-0.0508549
16.606,-0.0508549
16.6065,-0.0508549
16.607,-0.0508549
16.6075,-0.0508549
16.608,-0.0508549
16.6085,-0.0508549
16.609,-0.0508549
16.6095,-0.0508549
16.61,-0.0508549
16.6105,-0.0508549
16.611,-0.0508548
16.6115,-0.0508548
16.612,-0.0508548
16.6125,-0.0508548
16.613,-0.0508548
16.6135,-0.0508548
16.614,-0.0508548
16.6145,-0.0508548
16.615,-0.0508548
16.6155,-0.0508548
16.616,-0.0508548
16.6165,-0.0508548
16.617,-0.0508548
16.6175,-0.0508548
16.618,-0.0508547
16.6185,-0.0508547
16.619,-0.0508547
16.6195,-0.0508547
16.62,-0.0508547
16.6205,-0.0508547
16.621,-0.0508547
16.6215,-0.0508547
16.622,-0.0508547
16.6225,-0.0508547
16.623,-0.0508547
16.6235,-0.0508547
16.624,-0.0508547
16.6245,-0.0508547
16.625,-0.0508547
16.6255,-0.0508546
16.626,-0.0508546
16.6265,-0.0508546
16.627,-0.0508546
16.6275,-0.0508546
16.628,-0.0508546
16.6285,-0.0508546
16.629,-0.0508546
16.6295,-0.0508546
16.63,-0.0508546
16.6305,-0.0508546
16.631,-0.0508546
16.6315,-0.0508546
16.632,-0.0508546
16.6325,-0.0508545
16.633,-0.0508545
16.6335,-0.0508545
16.634,-0.0508545
16.6345,-0.0508545
16.635,-0.0508545
16.6355,-0.0508545
16.636,-0.0508545
16.6365,-0.0508545
16.637,-0.0508545
16.6375,-0.0508545
16.638,-0.0508545
16.6385,-0.0508545
16.639,-0.0508545
16.6395,-0.0508544
16.64,-0.0508544
16.6405,-0.0508544
16.641,-0.0508544
16.6415,-0.0508544
16.642,-0.0508544
16.6425,-0.0508544
16.643,-0.0508544
16.6435,-0.0508544
16.644,-0.0508544
16.6445,-0.0508544
16.645,-0.0508544
16.6455,-0.0508544
16.646,-0.0508544
16.6465,-0.0508544
16.647,-0.0508543
16.6475,-0.0508543
16.648,-0.0508543
16.6485,-0.0508543
16.649,-0.0508543
16.6495,-0.0508543
16.65,-0.0508543
16.6505,-0.0508543
16.651,-0.0508543
16.6515,-0.0508543
16.652,-0.0508543
16.6525,-0.0508543
16.653,-0.0508543
16.6535,-0.0508543
16.654,-0.0508542
16.6545,-0.0508542
16.655,-0.0508542
16.6555,-0.0508542
16.656,-0.0508542
16.6565,-0.0508542
16.657,-0.0508542
16.6575,-0.0508542
16.658,-0.0508542
16.6585,-0.0508542
16.659,-0.0508542
16.6595,-0.0508542
16.66,-0.0508542
16.6605,-0.0508542
16.661,-0.0508542
16.6615,-0.0508541
16.662,-0.0508541
16.6625,-0.0508541
16.663,-0.0508541
16.6635,-0.0508541
16.664,-0.0508541
16.6645,-0.0508541
16.665,-0.0508541
16.6655,-0.0508541
16.666,-0.0508541
16.6665,-0.0508541
16.667,-0.0508541
16.6675,-0.0508541
16.668,-0.0508541
16.6685,-0.050854
16.669,-0.050854
16.6695,-0.050854
16.67,-0.050854
16.6705,-0.050854
16.671,-0.050854
16.6715,-0.050854
16.672,-0.050854
16.6725,-0.050854
16.673,-0.050854
16.6735,-0.050854
16.674,-0.050854
16.6745,-0.050854
16.675,-0.050854
16.6755,-0.050854
16.676,-0.0508539
16.6765,-0.0508539
16.677,-0.0508539
16.6775,-0.0508539
16.678,-0.0508539
16.6785,-0.0508539
16.679,-0.0508539
16.6795,-0.0508539
16.68,-0.0508539
16.6805,-0.0508539
16.681,-0.0508539
16.6815,-0.0508539
16.682,-0.0508539
16.6825,-0.0508539
16.683,-0.0508538
16.6835,-0.0508538
16.684,-0.0508538
16.6845,-0.0508538
16.685,-0.0508538
16.6855,-0.0508538
16.686,-0.0508538
16.6865,-0.0508538
16.687,-0.0508538
16.6875,-0.0508538
16.688,-0.0508538
16.6885,-0.0508538
16.689,-0.0508538
16.6895,-0.0508538
16.69,-0.0508537
16.6905,-0.0508537
16.691,-0.0508537
16.6915,-0.0508537
16.692,-0.0508537
16.6925,-0.0508537
16.693,-0.0508537
16.6935,-0.0508537
16.694,-0.0508537
16.6945,-0.0508537
16.695,-0.0508537
16.6955,-0.0508537
16.696,-0.0508537
16.6965,-0.0508537
16.697,-0.0508537
16.6975,-0.0508536
16.698,-0.0508536
16.6985,-0.0508536
16.699,-0.0508536
16.6995,-0.0508536
16.7,-0.0508536
16.7005,-0.0508536
16.701,-0.0508536
16.7015,-0.0508536
16.702,-0.0508536
16.7025,-0.0508536
16.703,-0.0508536
16.7035,-0.0508536
16.704,-0.0508536
16.7045,-0.0508535
16.705,-0.0508535
16.7055,-0.0508535
16.706,-0.0508535
16.7065,-0.0508535
16.707,-0.0508535
16.7075,-0.0508535
16.708,-0.0508535
16.7085,-0.0508535
16.709,-0.0508535
16.7095,-0.0508535
16.71,-0.0508535
16.7105,-0.0508535
16.711,-0.0508535
16.7115,-0.0508535
16.712,-0.0508534
16.7125,-0.0508534
16.713,-0.0508534
16.7135,-0.0508534
16.714,-0.0508534
16.7145,-0.0508534
16.715,-0.0508534
16.7155,-0.0508534
16.716,-0.0508534
16.7165,-0.0508534
16.717,-0.0508534
16.7175,-0.0508534
16.718,-0.0508534
16.7185,-0.0508534
16.719,-0.0508533
16.7195,-0.0508533
16.72,-0.0508533
16.7205,-0.0508533
16.721,-0.0508533
16.7215,-0.0508533
16.722,-0.0508533
16.7225,-0.0508533
16.723,-0.0508533
16.7235,-0.0508533
16.724,-0.0508533
16.7245,-0.0508533
16.725,-0.0508533
16.7255,-0.0508533
16.726,-0.0508532
16.7265,-0.0508532
16.727,-0.0508532
16.7275,-0.0508532
16.728,-0.0508532
16.7285,-0.0508532
16.729,-0.0508532
16.7295,-0.0508532
16.73,-0.0508532
16.7305,-0.0508532
16.731,-0.0508532
16.7315,-0.0508532
16.732,-0.0508532
16.7325,-0.0508532
16.733,-0.0508532
16.7335,-0.0508531
16.734,-0.0508531
16.7345,-0.0508531
16.735,-0.0508531
16.7355,-0.0508531
16.736,-0.0508531
16.7365,-0.0508531
16.737,-0.0508531
16.7375,-0.0508531
16.738,-0.0508531
16.7385,-0.0508531
16.739,-0.0508531
16.7395,-0.0508531
16.74,-0.0508531
16.7405,-0.050853
16.741,-0.050853
16.7415,-0.050853
16.742,-0.050853
16.7425,-0.050853
16.743,-0.050853
16.7435,-0.050853
16.744,-0.050853
16.7445,-0.050853
16.745,-0.050853
16.7455,-0.050853
16.746,-0.050853
16.7465,-0.050853
16.747,-0.050853
16.7475,-0.0508529
16.748,-0.0508529
16.7485,-0.0508529
16.749,-0.0508529
16.7495,-0.0508529
16.75,-0.0508529
16.7505,-0.0508529
16.751,-0.0508529
16.7515,-0.0508529
16.752,-0.0508529
16.7525,-0.0508529
16.753,-0.0508529
16.7535,-0.0508529
16.754,-0.0508529
16.7545,-0.0508529
16.755,-0.0508528
16.7555,-0.0508528
16.756,-0.0508528
16.7565,-0.0508528
16.757,-0.0508528
16.7575,-0.0508528
16.758,-0.0508528
16.7585,-0.0508528
16.759,-0.0508528
16.7595,-0.0508528
16.76,-0.0508528
16.7605,-0.0508528
16.761,-0.0508528
16.7615,-0.0508528
16.762,-0.0508527
16.7625,-0.0508527
16.763,-0.0508527
16.7635,-0.0508527
16.764,-0.0508527
16.7645,-0.0508527
16.765,-0.0508527
16.7655,-0.0508527
16.766,-0.0508527
16.7665,-0.0508527
16.767,-0.0508527
16.7675,-0.0508527
16.768,-0.0508527
16.7685,-0.0508527
16.769,-0.0508527
16.7695,-0.0508526
16.77,-0.0508526
16.7705,-0.0508526
16.771,-0.0508526
16.7715,-0.0508526
16.772,-0.0508526
16.7725,-0.0508526
16.773,-0.0508526
16.7735,-0.0508526
16.774,-0.0508526
16.7745,-0.0508526
16.775,-0.0508526
16.7755,-0.0508526
16.776,-0.0508526
16.7765,-0.0508525
16.777,-0.0508525
16.7775,-0.0508525
16.778,-0.0508525
16.7785,-0.0508525
16.779,-0.0508525
16.7795,-0.0508525
16.78,-0.0508525
16.7805,-0.0508525
16.781,-0.0508525
16.7815,-0.0508525
16.782,-0.0508525
16.7825,-0.0508525
16.783,-0.0508525
16.7835,-0.0508524
16.784,-0.0508524
16.7845,-0.0508524
16.785,-0.0508524
16.7855,-0.0508524
16.786,-0.0508524
16.7865,-0.0508524
16.787,-0.0508524
16.7875,-0.0508524
16.788,-0.0508524
16.7885,-0.0508524
16.789,-0.0508524
16.7895,-0.0508524
16.79,-0.0508524
16.7905,-0.0508524
16.791,-0.0508523
16.7915,-0.0508523
16.792,-0.0508523
16.7925,-0.0508523
16.793,-0.0508523
16.7935,-0.0508523
16.794,-0.0508523
16.7945,-0.0508523
16.795,-0.0508523
16.7955,-0.0508523
16.796,-0.0508523
16.7965,-0.0508523
16.797,-0.0508523
16.7975,-0.0508523
16.798,-0.0508522
16.7985,-0.0508522
16.799,-0.0508522
16.7995,-0.0508522
16.8,-0.0508522
16.8005,-0.0508522
16.801,-0.0508522
16.8015,-0.0508522
16.802,-0.0508522
16.8025,-0.0508522
16.803,-0.0508522
16.8035,-0.0508522
16.804,-0.0508522
16.8045,-0.0508522
16.805,-0.0508521
16.8055,-0.0508521
16.806,-0.0508521
16.8065,-0.0508521
16.807,-0.0508521
16.8075,-0.0508521
16.808,-0.0508521
16.8085,-0.0508521
16.809,-0.0508521
16.8095,-0.0508521
16.81,-0.0508521
16.8105,-0.0508521
16.811,-0.0508521
16.8115,-0.0508521
16.812,-0.0508521
16.8125,-0.050852
16.813,-0.050852
16.8135,-0.050852
16.814,-0.050852
16.8145,-0.050852
16.815,-0.050852
16.8155,-0.050852
16.816,-0.050852
16.8165,-0.050852
16.817,-0.050852
16.8175,-0.050852
16.818,-0.050852
16.8185,-0.050852
16.819,-0.050852
16.8195,-0.0508519
16.82,-0.0508519
16.8205,-0.0508519
16.821,-0.0508519
16.8215,-0.0508519
16.822,-0.0508519
16.8225,-0.0508519
16.823,-0.0508519
16.8235,-0.0508519
16.824,-0.0508519
16.8245,-0.0508519
16.825,-0.0508519
16.8255,-0.0508519
16.826,-0.0508519
16.8265,-0.0508518
16.827,-0.0508518
16.8275,-0.0508518
16.828,-0.0508518
16.8285,-0.0508518
16.829,-0.0508518
16.8295,-0.0508518
16.83,-0.0508518
16.8305,-0.0508518
16.831,-0.0508518
16.8315,-0.0508518
16.832,-0.0508518
16.8325,-0.0508518
16.833,-0.0508518
16.8335,-0.0508518
16.834,-0.0508517
16.8345,-0.0508517
16.835,-0.0508517
16.8355,-0.0508517
16.836,-0.0508517
16.8365,-0.0508517
16.837,-0.0508517
16.8375,-0.0508517
16.838,-0.0508517
16.8385,-0.0508517
16.839,-0.0508517
16.8395,-0.0508517
16.84,-0.0508517
16.8405,-0.0508517
16.841,-0.0508516
16.8415,-0.0508516
16.842,-0.0508516
16.8425,-0.0508516
16.843,-0.0508516
16.8435,-0.0508516
16.844,-0.0508516
16.8445,-0.0508516
16.845,-0.0508516
16.8455,-0.0508516
16.846,-0.0508516
16.8465,-0.0508516
16.847,-0.0508516
16.8475,-0.0508516
16.848,-0.0508515
16.8485,-0.0508515
16.849,-0.0508515
16.8495,-0.0508515
16.85,-0.0508515
16.8505,-0.0508515
16.851,-0.0508515
16.8515,-0.0508515
16.852,-0.0508515
16.8525,-0.0508515
16.853,-0.0508515
16.8535,-0.0508515
16.854,-0.0508515
16.8545,-0.0508515
16.855,-0.0508515
16.8555,-0.0508514
16.856,-0.0508514
16.8565,-0.0508514
16.857,-0.0508514
16.8575,-0.0508514
16.858,-0.0508514
16.8585,-0.0508514
16.859,-0.0508514
16.8595,-0.0508514
16.86,-0.0508514
16.8605,-0.0508514
16.861,-0.0508514
16.8615,-0.0508514
16.862,-0.0508514
16.8625,-0.0508513
16.863,-0.0508513
16.8635,-0.0508513
16.864,-0.0508513
16.8645,-0.0508513
16.865,-0.0508513
16.8655,-0.0508513
16.866,-0.0508513
16.8665,-0.0508513
16.867,-0.0508513
16.8675,-0.0508513
16.868,-0.0508513
16.8685,-0.0508513
16.869,-0.0508513
16.8695,-0.0508512
16.87,-0.0508512
16.8705,-0.0508512
16.871,-0.0508512
16.8715,-0.0508512
16.872,-0.0508512
16.8725,-0.0508512
16.873,-0.0508512
16.8735,-0.0508512
16.874,-0.0508512
16.8745,-0.0508512
16.875,-0.0508512
16.8755,-0.0508512
16.876,-0.0508512
16.8765,-0.0508511
16.877,-0.0508511
16.8775,-0.0508511
16.878,-0.0508511
16.8785,-0.0508511
16.879,-0.0508511
16.8795,-0.0508511
16.88,-0.0508511
16.8805,-0.0508511
16.881,-0.0508511
16.8815,-0.0508511
16.882,-0.0508511
16.8825,-0.0508511
16.883,-0.0508511
16.8835,-0.0508511
16.884,-0.050851
16.8845,-0.050851
16.885,-0.050851
16.8855,-0.050851
16.886,-0.050851
16.8865,-0.050851
16.887,-0.050851
16.8875,-0.050851
16.888,-0.050851
16.8885,-0.050851
16.889,-0.050851
16.8895,-0.050851
16.89,-0.050851
16.8905,-0.050851
16.891,-0.0508509
16.8915,-0.0508509
16.892,-0.0508509
16.8925,-0.0508509
16.893,-0.0508509
16.8935,-0.0508509
16.894,-0.0508509
16.8945,-0.0508509
16.895,-0.0508509
16.8955,-0.0508509
16.896,-0.0508509
16.8965,-0.0508509
16.897,-0.0508509
16.8975,-0.0508509
16.898,-0.0508508
16.8985,-0.0508508
16.899,-0.0508508
16.8995,-0.0508508
16.9,-0.0508508
16.9005,-0.0508508
16.901,-0.0508508
16.9015,-0.0508508
16.902,-0.0508508
16.9025,-0.0508508
16.903,-0.0508508
16.9035,-0.0508508
16.904,-0.0508508
16.9045,-0.0508508
16.905,-0.0508508
16.9055,-0.0508507
16.906,-0.0508507
16.9065,-0.0508507
16.907,-0.0508507
16.9075,-0.0508507
16.908,-0.0508507
16.9085,-0.0508507
16.909,-0.0508507
16.9095,-0.0508507
16.91,-0.0508507
16.9105,-0.0508507
16.911,-0.0508507
16.9115,-0.0508507
16.912,-0.0508507
16.9125,-0.0508506
16.913,-0.0508506
16.9135,-0.0508506
16.914,-0.0508506
16.9145,-0.0508506
16.915,-0.0508506
16.9155,-0.0508506
16.916,-0.0508506
16.9165,-0.0508506
16.917,-0.0508506
16.9175,-0.0508506
16.918,-0.0508506
16.9185,-0.0508506
16.919,-0.0508506
16.9195,-0.0508505
16.92,-0.0508505
16.9205,-0.0508505
16.921,-0.0508505
16.9215,-0.0508505
16.922,-0.0508505
16.9225,-0.0508505
16.923,-0.0508505
16.9235,-0.0508505
16.924,-0.0508505
16.9245,-0.0508505
16.925,-0.0508505
16.9255,-0.0508505
16.926,-0.0508505
16.9265,-0.0508505
16.927,-0.0508504
16.9275,-0.0508504
16.928,-0.0508504
16.9285,-0.0508504
16.929,-0.0508504
16.9295,-0.0508504
16.93,-0.0508504
16.9305,-0.0508504
16.931,-0.0508504
16.9315,-0.0508504
16.932,-0.0508504
16.9325,-0.0508504
16.933,-0.0508504
16.9335,-0.0508504
16.934,-0.0508503
16.9345,-0.0508503
16.935,-0.0508503
16.9355,-0.0508503
16.936,-0.0508503
16.9365,-0.0508503
16.937,-0.0508503
16.9375,-0.0508503
16.938,-0.0508503
16.9385,-0.0508503
16.939,-0.0508503
16.9395,-0.0508503
16.94,-0.0508503
16.9405,-0.0508503
16.941,-0.0508502
16.9415,-0.0508502
16.942,-0.0508502
16.9425,-0.0508502
16.943,-0.0508502
16.9435,-0.0508502
16.944,-0.0508502
16.9445,-0.0508502
16.945,-0.0508502
16.9455,-0.0508502
16.946,-0.0508502
16.9465,-0.0508502
16.947,-0.0508502
16.9475,-0.0508502
16.948,-0.0508501
16.9485,-0.0508501
16.949,-0.0508501
16.9495,-0.0508501
16.95,-0.0508501
16.9505,-0.0508501
16.951,-0.0508501
16.9515,-0.0508501
16.952,-0.0508501
16.9525,-0.0508501
16.953,-0.0508501
16.9535,-0.0508501
16.954,-0.0508501
16.9545,-0.0508501
16.955,-0.0508501
16.9555,-0.05085
16.956,-0.05085
16.9565,-0.05085
16.957,-0.05085
16.9575,-0.05085
16.958,-0.05085
16.9585,-0.05085
16.959,-0.05085
16.9595,-0.05085
16.96,-0.05085
16.9605,-0.05085
16.961,-0.05085
16.9615,-0.05085
16.962,-0.05085
16.9625,-0.0508499
16.963,-0.0508499
16.9635,-0.0508499
16.964,-0.0508499
16.9645,-0.0508499
16.965,-0.0508499
16.9655,-0.0508499
16.966,-0.0508499
16.9665,-0.0508499
16.967,-0.0508499
16.9675,-0.0508499
16.968,-0.0508499
16.9685,-0.0508499
16.969,-0.0508499
16.9695,-0.0508498
16.97,-0.0508498
16.9705,-0.0508498
16.971,-0.0508498
16.9715,-0.0508498
16.972,-0.0508498
16.9725,-0.0508498
16.973,-0.0508498
16.9735,-0.0508498
16.974,-0.0508498
16.9745,-0.0508498
16.975,-0.0508498
16.9755,-0.0508498
16.976,-0.0508498
16.9765,-0.0508497
16.977,-0.0508497
16.9775,-0.0508497
16.978,-0.0508497
16.9785,-0.0508497
16.979,-0.0508497
16.9795,-0.0508497
16.98,-0.0508497
16.9805,-0.0508497
16.981,-0.0508497
16.9815,-0.0508497
16.982,-0.0508497
16.9825,-0.0508497
16.983,-0.0508497
16.9835,-0.0508497
16.984,-0.0508496
16.9845,-0.0508496
16.985,-0.0508496
16.9855,-0.0508496
16.986,-0.0508496
16.9865,-0.0508496
16.987,-0.0508496
16.9875,-0.0508496
16.988,-0.0508496
16.9885,-0.0508496
16.989,-0.0508496
16.9895,-0.0508496
16.99,-0.0508496
16.9905,-0.0508496
16.991,-0.0508495
16.9915,-0.0508495
16.992,-0.0508495
16.9925,-0.0508495
16.993,-0.0508495
16.9935,-0.0508495
16.994,-0.0508495
16.9945,-0.0508495
16.995,-0.0508495
16.9955,-0.0508495
16.996,-0.0508495
16.9965,-0.0508495
16.997,-0.0508495
16.9975,-0.0508495
16.998,-0.0508494
16.9985,-0.0508494
16.999,-0.0508494
16.9995,-0.0508494
17,-0.0508494
17.0005,-0.0508494
17.001,-0.0508494
17.0015,-0.0508494
17.002,-0.0508494
17.0025,-0.0508494
17.003,-0.0508494
17.0035,-0.0508494
17.004,-0.0508494
17.0045,-0.0508494
17.005,-0.0508493
17.0055,-0.0508493
17.006,-0.0508493
17.0065,-0.0508493
17.007,-0.0508493
17.0075,-0.0508493
17.008,-0.0508493
17.0085,-0.0508493
17.009,-0.0508493
17.0095,-0.0508493
17.01,-0.0508493
17.0105,-0.0508493
17.011,-0.0508493
17.0115,-0.0508493
17.012,-0.0508493
17.0125,-0.0508492
17.013,-0.0508492
17.0135,-0.0508492
17.014,-0.0508492
17.0145,-0.0508492
17.015,-0.0508492
17.0155,-0.0508492
17.016,-0.0508492
17.0165,-0.0508492
17.017,-0.0508492
17.0175,-0.0508492
17.018,-0.0508492
17.0185,-0.0508492
17.019,-0.0508492
17.0195,-0.0508491
17.02,-0.0508491
17.0205,-0.0508491
17.021,-0.0508491
17.0215,-0.0508491
17.022,-0.0508491
17.0225,-0.0508491
17.023,-0.0508491
17.0235,-0.0508491
17.024,-0.0508491
17.0245,-0.0508491
17.025,-0.0508491
17.0255,-0.0508491
17.026,-0.0508491
17.0265,-0.050849
17.027,-0.050849
17.0275,-0.050849
17.028,-0.050849
17.0285,-0.050849
17.029,-0.050849
17.0295,-0.050849
17.03,-0.050849
17.0305,-0.050849
17.031,-0.050849
17.0315,-0.050849
17.032,-0.050849
17.0325,-0.050849
17.033,-0.050849
17.0335,-0.0508489
17.034,-0.0508489
17.0345,-0.0508489
17.035,-0.0508489
17.0355,-0.0508489
17.036,-0.0508489
17.0365,-0.0508489
17.037,-0.0508489
17.0375,-0.0508489
17.038,-0.0508489
17.0385,-0.0508489
17.039,-0.0508489
17.0395,-0.0508489
17.04,-0.0508489
17.0405,-0.0508489
17.041,-0.0508488
17.0415,-0.0508488
17.042,-0.0508488
17.0425,-0.0508488
17.043,-0.0508488
17.0435,-0.0508488
17.044,-0.0508488
17.0445,-0.0508488
17.045,-0.0508488
17.0455,-0.0508488
17.046,-0.0508488
17.0465,-0.0508488
17.047,-0.0508488
17.0475,-0.0508488
17.048,-0.0508487
17.0485,-0.0508487
17.049,-0.0508487
17.0495,-0.0508487
17.05,-0.0508487
17.0505,-0.0508487
17.051,-0.0508487
17.0515,-0.0508487
17.052,-0.0508487
17.0525,-0.0508487
17.053,-0.0508487
17.0535,-0.0508487
17.054,-0.0508487
17.0545,-0.0508487
17.055,-0.0508486
17.0555,-0.0508486
17.056,-0.0508486
17.0565,-0.0508486
17.057,-0.0508486
17.0575,-0.0508486
17.058,-0.0508486
17.0585,-0.0508486
17.059,-0.0508486
17.0595,-0.0508486
17.06,-0.0508486
17.0605,-0.0508486
17.061,-0.0508486
17.0615,-0.0508486
17.062,-0.0508485
17.0625,-0.0508485
17.063,-0.0508485
17.0635,-0.0508485
17.064,-0.0508485
17.0645,-0.0508485
17.065,-0.0508485
17.0655,-0.0508485
17.066,-0.0508485
17.0665,-0.0508485
17.067,-0.0508485
17.0675,-0.0508485
17.068,-0.0508485
17.0685,-0.0508485
17.069,-0.0508485
17.0695,-0.0508484
17.07,-0.0508484
17.0705,-0.0508484
17.071,-0.0508484
17.0715,-0.0508484
17.072,-0.0508484
17.0725,-0.0508484
17.073,-0.0508484
17.0735,-0.0508484
17.074,-0.0508484
17.0745,-0.0508484
17.075,-0.0508484
17.0755,-0.0508484
17.076,-0.0508484
17.0765,-0.0508483
17.077,-0.0508483
17.0775,-0.0508483
17.078,-0.0508483
17.0785,-0.0508483
17.079,-0.0508483
17.0795,-0.0508483
17.08,-0.0508483
17.0805,-0.0508483
17.081,-0.0508483
17.0815,-0.0508483
17.082,-0.0508483
17.0825,-0.0508483
17.083,-0.0508483
17.0835,-0.0508482
17.084,-0.0508482
17.0845,-0.0508482
17.085,-0.0508482
17.0855,-0.0508482
17.086,-0.0508482
17.0865,-0.0508482
17.087,-0.0508482
17.0875,-0.0508482
17.088,-0.0508482
17.0885,-0.0508482
17.089,-0.0508482
17.0895,-0.0508482
17.09,-0.0508482
17.0905,-0.0508481
17.091,-0.0508481
17.0915,-0.0508481
17.092,-0.0508481
17.0925,-0.0508481
17.093,-0.0508481
17.0935,-0.0508481
17.094,-0.0508481
17.0945,-0.0508481
17.095,-0.0508481
17.0955,-0.0508481
17.096,-0.0508481
17.0965,-0.0508481
17.097,-0.0508481
17.0975,-0.050848
17.098,-0.050848
17.0985,-0.050848
17.099,-0.050848
17.0995,-0.050848
17.1,-0.050848
17.1005,-0.050848
17.101,-0.050848
17.1015,-0.050848
17.102,-0.050848
17.1025,-0.050848
17.103,-0.050848
17.1035,-0.050848
17.104,-0.050848
17.1045,-0.050848
17.105,-0.0508479
17.1055,-0.0508479
17.106,-0.0508479
17.1065,-0.0508479
17.107,-0.0508479
17.1075,-0.0508479
17.108,-0.0508479
17.1085,-0.0508479
17.109,-0.0508479
17.1095,-0.0508479
