E, G
26.709,-0.0507115
26.7095,-0.0507115
26.71,-0.0507115
26.7105,-0.0507115
26.711,-0.0507115
26.7115,-0.0507115
26.712,-0.0507115
26.7125,-0.0507114
26.713,-0.0507114
26.7135,-0.0507114
26.714,-0.0507114
26.7145,-0.0507114
26.715,-0.0507114
26.7155,-0.0507114
26.716,-0.0507114
26.7165,-0.0507114
26.717,-0.0507114
26.7175,-0.0507114
26.718,-0.0507114
26.7185,-0.0507114
26.719,-0.0507114
26.7195,-0.0507113
26.72,-0.0507113
26.7205,-0.0507113
26.721,-0.0507113
26.7215,-0.0507113
26.722,-0.0507113
26.7225,-0.0507113
26.723,-0.0507113
26.7235,-0.0507113
26.724,-0.0507113
26.7245,-0.0507113
26.725,-0.0507113
26.7255,-0.0507113
26.726,-0.0507113
26.7265,-0.0507113
26.727,-0.0507112
26.7275,-0.0507112
26.728,-0.0507112
26.7285,-0.0507112
26.729,-0.0507112
26.7295,-0.0507112
26.73,-0.0507112
26.7305,-0.0507112
26.731,-0.0507112
26.7315,-0.0507112
26.732,-0.0507112
26.7325,-0.0507112
26.733,-0.0507112
26.7335,-0.0507112
26.734,-0.0507111
26.7345,-0.0507111
26.735,-0.0507111
26.7355,-0.0507111
26.736,-0.0507111
26.7365,-0.0507111
26.737,-0.0507111
26.7375,-0.0507111
26.738,-0.0507111
26.7385,-0.0507111
26.739,-0.0507111
26.7395,-0.0507111
26.74,-0.0507111
26.7405,-0.0507111
26.741,-0.050711
26.7415,-0.050711
26.742,-0.050711
26.7425,-0.050711
26.743,-0.050711
26.7435,-0.050711
26.744,-0.050711
26.7445,-0.050711
26.745,-0.050711
26.7455,-0.050711
26.746,-0.050711
26.7465,-0.050711
26.747,-0.050711
26.7475,-0.050711
26.748,-0.050711
26.7485,-0.0507109
26.749,-0.0507109
26.7495,-0.0507109
26.75,-0.0507109
26.7505,-0.0507109
26.751,-0.0507109
26.7515,-0.0507109
26.752,-0.0507109
26.7525,-0.0507109
26.753,-0.0507109
26.7535,-0.0507109
26.754,-0.0507109
26.7545,-0.0507109
26.755,-0.0507109
26.7555,-0.0507108
26.756,-0.0507108
26.7565,-0.0507108
26.757,-0.0507108
26.7575,-0.0507108
26.758,-0.0507108
26.7585,-0.0507108
26.759,-0.0507108
26.7595,-0.0507108
26.76,-0.0507108
26.7605,-0.0507108
26.761,-0.0507108
26.7615,-0.0507108
26.762,-0.0507108
26.7625,-0.0507107
26.763,-0.0507107
26.7635,-0.0507107
26.764,-0.0507107
26.7645,-0.0507107
26.765,-0.0507107
26.7655,-0.0507107
26.766,-0.0507107
26.7665,-0.0507107
26.767,-0.0507107
26.7675,-0.0507107
26.768,-0.0507107
26.7685,-0.0507107
26.769,-0.0507107
26.7695,-0.0507107
26.77,-0.0507106
26.7705,-0.0507106
26.771,-0.0507106
26.7715,-0.0507106
26.772,-0.0507106
26.7725,-0.0507106
26.773,-0.0507106
26.7735,-0.0507106
26.774,-0.0507106
26.7745,-0.0507106
26.775,-0.0507106
26.7755,-0.0507106
26.776,-0.0507106
26.7765,-0.0507106
26.777,-0.0507105
26.7775,-0.0507105
26.778,-0.0507105
26.7785,-0.0507105
26.779,-0.0507105
26.7795,-0.0507105
26.78,-0.0507105
26.7805,-0.0507105
26.781,-0.0507105
26.7815,-0.0507105
26.782,-0.0507105
26.7825,-0.0507105
26.783,-0.0507105
26.7835,-0.0507105
26.784,-0.0507105
26.7845,-0.0507104
26.785,-0.0507104
26.7855,-0.0507104
26.786,-0.0507104
26.7865,-0.0507104
26.787,-0.0507104
26.7875,-0.0507104
26.788,-0.0507104
26.7885,-0.0507104
26.789,-0.0507104
26.7895,-0.0507104
26.79,-0.0507104
26.7905,-0.0507104
26.791,-0.0507104
26.7915,-0.0507103
26.792,-0.0507103
26.7925,-0.0507103
26.793,-0.0507103
26.7935,-0.0507103
26.794,-0.0507103
26.7945,-0.0507103
26.795,-0.0507103
26.7955,-0.0507103
26.796,-0.0507103
26.7965,-0.0507103
26.797,-0.0507103
26.7975,-0.0507103
26.798,-0.0507103
26.7985,-0.0507102
26.799,-0.0507102
26.7995,-0.0507102
26.8,-0.0507102
26.8005,-0.0507102
26.801,-0.0507102
26.8015,-0.0507102
26.802,-0.0507102
26.8025,-0.0507102
26.803,-0.0507102
26.8035,-0.0507102
26.804,-0.0507102
26.8045,-0.0507102
26.805,-0.0507102
26.8055,-0.0507102
26.806,-0.0507101
26.8065,-0.0507101
26.807,-0.0507101
26.8075,-0.0507101
26.808,-0.0507101
26.8085,-0.0507101
26.809,-0.0507101
26.8095,-0.0507101
26.81,-0.0507101
26.8105,-0.0507101
26.811,-0.0507101
26.8115,-0.0507101
26.812,-0.0507101
26.8125,-0.0507101
26.813,-0.05071
26.8135,-0.05071
26.814,-0.05071
26.8145,-0.05071
26.815,-0.05071
26.8155,-0.05071
26.816,-0.05071
26.8165,-0.05071
26.817,-0.05071
26.8175,-0.05071
26.818,-0.05071
26.8185,-0.05071
26.819,-0.05071
26.8195,-0.05071
26.82,-0.05071
26.8205,-0.0507099
26.821,-0.0507099
26.8215,-0.0507099
26.822,-0.0507099
26.8225,-0.0507099
26.823,-0.0507099
26.8235,-0.0507099
26.824,-0.0507099
26.8245,-0.0507099
26.825,-0.0507099
26.8255,-0.0507099
26.826,-0.0507099
26.8265,-0.0507099
26.827,-0.0507099
26.8275,-0.0507098
26.828,-0.0507098
26.8285,-0.0507098
26.829,-0.0507098
26.8295,-0.0507098
26.83,-0.0507098
26.8305,-0.0507098
26.831,-0.0507098
26.8315,-0.0507098
26.832,-0.0507098
26.8325,-0.0507098
26.833,-0.0507098
26.8335,-0.0507098
26.834,-0.0507098
26.8345,-0.0507097
26.835,-0.0507097
26.8355,-0.0507097
26.836,-0.0507097
26.8365,-0.0507097
26.837,-0.0507097
26.8375,-0.0507097
26.838,-0.0507097
26.8385,-0.0507097
26.839,-0.0507097
26.8395,-0.0507097
26.84,-0.0507097
26.8405,-0.0507097
26.841,-0.0507097
26.8415,-0.0507097
26.842,-0.0507096
26.8425,-0.0507096
26.843,-0.0507096
26.8435,-0.0507096
26.844,-0.0507096
26.8445,-0.0507096
26.845,-0.0507096
26.8455,-0.0507096
26.846,-0.0507096
26.8465,-0.0507096
26.847,-0.0507096
26.8475,-0.0507096
26.848,-0.0507096
26.8485,-0.0507096
26.849,-0.0507095
26.8495,-0.0507095
26.85,-0.0507095
26.8505,-0.0507095
26.851,-0.0507095
26.8515,-0.0507095
26.852,-0.0507095
26.8525,-0.0507095
26.853,-0.0507095
26.8535,-0.0507095
26.854,-0.0507095
26.8545,-0.0507095
26.855,-0.0507095
26.8555,-0.0507095
26.856,-0.0507095
26.8565,-0.0507094
26.857,-0.0507094
26.8575,-0.0507094
26.858,-0.0507094
26.8585,-0.0507094
26.859,-0.0507094
26.8595,-0.0507094
26.86,-0.0507094
26.8605,-0.0507094
26.861,-0.0507094
26.8615,-0.0507094
26.862,-0.0507094
26.8625,-0.0507094
26.863,-0.0507094
26.8635,-0.0507093
26.864,-0.0507093
26.8645,-0.0507093
26.865,-0.0507093
26.8655,-0.0507093
26.866,-0.0507093
26.8665,-0.0507093
26.867,-0.0507093
26.8675,-0.0507093
26.868,-0.0507093
26.8685,-0.0507093
26.869,-0.0507093
26.8695,-0.0507093
26.87,-0.0507093
26.8705,-0.0507093
26.871,-0.0507092
26.8715,-0.0507092
26.872,-0.0507092
26.8725,-0.0507092
26.873,-0.0507092
26.8735,-0.0507092
26.874,-0.0507092
26.8745,-0.0507092
26.875,-0.0507092
26.8755,-0.0507092
26.876,-0.0507092
26.8765,-0.0507092
26.877,-0.0507092
26.8775,-0.0507092
26.878,-0.0507091
26.8785,-0.0507091
26.879,-0.0507091
26.8795,-0.0507091
26.88,-0.0507091
26.8805,-0.0507091
26.881,-0.0507091
26.8815,-0.0507091
26.882,-0.0507091
26.8825,-0.0507091
26.883,-0.0507091
26.8835,-0.0507091
26.884,-0.0507091
26.8845,-0.0507091
26.885,-0.050709
26.8855,-0.050709
26.886,-0.050709
26.8865,-0.050709
26.887,-0.050709
26.8875,-0.050709
26.888,-0.050709
26.8885,-0.050709
26.889,-0.050709
26.8895,-0.050709
26.89,-0.050709
26.8905,-0.050709
26.891,-0.050709
26.8915,-0.050709
26.892,-0.050709
26.8925,-0.0507089
26.893,-0.0507089
26.8935,-0.0507089
26.894,-0.0507089
26.8945,-0.0507089
26.895,-0.0507089
26.8955,-0.0507089
26.896,-0.0507089
26.8965,-0.0507089
26.897,-0.0507089
26.8975,-0.0507089
26.898,-0.0507089
26.8985,-0.0507089
26.899,-0.0507089
26.8995,-0.0507088
26.9,-0.0507088
26.9005,-0.0507088
26.901,-0.0507088
26.9015,-0.0507088
26.902,-0.0507088
26.9025,-0.0507088
26.903,-0.0507088
26.9035,-0.0507088
26.904,-0.0507088
26.9045,-0.0507088
26.905,-0.0507088
26.9055,-0.0507088
26.906,-0.0507088
26.9065,-0.0507088
26.907,-0.0507087
26.9075,-0.0507087
26.908,-0.0507087
26.9085,-0.0507087
26.909,-0.0507087
26.9095,-0.0507087
26.91,-0.0507087
26.9105,-0.0507087
26.911,-0.0507087
26.9115,-0.0507087
26.912,-0.0507087
26.9125,-0.0507087
26.913,-0.0507087
26.9135,-0.0507087
26.914,-0.0507086
26.9145,-0.0507086
26.915,-0.0507086
26.9155,-0.0507086
26.916,-0.0507086
26.9165,-0.0507086
26.917,-0.0507086
26.9175,-0.0507086
26.918,-0.0507086
26.9185,-0.0507086
26.919,-0.0507086
26.9195,-0.0507086
26.92,-0.0507086
26.9205,-0.0507086
26.921,-0.0507085
26.9215,-0.0507085
26.922,-0.0507085
26.9225,-0.0507085
26.923,-0.0507085
26.9235,-0.0507085
26.924,-0.0507085
26.9245,-0.0507085
26.925,-0.0507085
26.9255,-0.0507085
26.926,-0.0507085
26.9265,-0.0507085
26.927,-0.0507085
26.9275,-0.0507085
26.928,-0.0507085
26.9285,-0.0507084
26.929,-0.0507084
26.9295,-0.0507084
26.93,-0.0507084
26.9305,-0.0507084
26.931,-0.0507084
26.9315,-0.0507084
26.932,-0.0507084
26.9325,-0.0507084
26.933,-0.0507084
26.9335,-0.0507084
26.934,-0.0507084
26.9345,-0.0507084
26.935,-0.0507084
26.9355,-0.0507083
26.936,-0.0507083
26.9365,-0.0507083
26.937,-0.0507083
26.9375,-0.0507083
26.938,-0.0507083
26.9385,-0.0507083
26.939,-0.0507083
26.9395,-0.0507083
26.94,-0.0507083
26.9405,-0.0507083
26.941,-0.0507083
26.9415,-0.0507083
26.942,-0.0507083
26.9425,-0.0507083
26.943,-0.0507082
26.9435,-0.0507082
26.944,-0.0507082
26.9445,-0.0507082
26.945,-0.0507082
26.9455,-0.0507082
26.946,-0.0507082
26.9465,-0.0507082
26.947,-0.0507082
26.9475,-0.0507082
26.948,-0.0507082
26.9485,-0.0507082
26.949,-0.0507082
26.9495,-0.0507082
26.95,-0.0507081
26.9505,-0.0507081
26.951,-0.0507081
26.9515,-0.0507081
26.952,-0.0507081
26.9525,-0.0507081
26.953,-0.0507081
26.9535,-0.0507081
26.954,-0.0507081
26.9545,-0.0507081
26.955,-0.0507081
26.9555,-0.0507081
26.956,-0.0507081
26.9565,-0.0507081
26.957,-0.0507081
26.9575,-0.050708
26.958,-0.050708
26.9585,-0.050708
26.959,-0.050708
26.9595,-0.050708
26.96,-0.050708
26.9605,-0.050708
26.961,-0.050708
26.9615,-0.050708
26.962,-0.050708
26.9625,-0.050708
26.963,-0.050708
26.9635,-0.050708
26.964,-0.050708
26.9645,-0.0507079
26.965,-0.0507079
26.9655,-0.0507079
26.966,-0.0507079
26.9665,-0.0507079
26.967,-0.0507079
26.9675,-0.0507079
26.968,-0.0507079
26.9685,-0.0507079
26.969,-0.0507079
26.9695,-0.0507079
26.97,-0.0507079
26.9705,-0.0507079
26.971,-0.0507079
26.9715,-0.0507078
26.972,-0.0507078
26.9725,-0.0507078
26.973,-0.0507078
26.9735,-0.0507078
26.974,-0.0507078
26.9745,-0.0507078
26.975,-0.0507078
26.9755,-0.0507078
26.976,-0.0507078
26.9765,-0.0507078
26.977,-0.0507078
26.9775,-0.0507078
26.978,-0.0507078
26.9785,-0.0507078
26.979,-0.0507077
26.9795,-0.0507077
26.98,-0.0507077
26.9805,-0.0507077
26.981,-0.0507077
26.9815,-0.0507077
26.982,-0.0507077
26.9825,-0.0507077
26.983,-0.0507077
26.9835,-0.0507077
26.984,-0.0507077
26.9845,-0.0507077
26.985,-0.0507077
26.9855,-0.0507077
26.986,-0.0507076
26.9865,-0.0507076
26.987,-0.0507076
26.9875,-0.0507076
26.988,-0.0507076
26.9885,-0.0507076
26.989,-0.0507076
26.9895,-0.0507076
26.99,-0.0507076
26.9905,-0.0507076
26.991,-0.0507076
26.9915,-0.0507076
26.992,-0.0507076
26.9925,-0.0507076
26.993,-0.0507076
26.9935,-0.0507075
26.994,-0.0507075
26.9945,-0.0507075
26.995,-0.0507075
26.9955,-0.0507075
26.996,-0.0507075
26.9965,-0.0507075
26.997,-0.0507075
26.9975,-0.0507075
26.998,-0.0507075
26.9985,-0.0507075
26.999,-0.0507075
26.9995,-0.0507075
27,-0.0507075
27.0005,-0.0507074
27.001,-0.0507074
27.0015,-0.0507074
27.002,-0.0507074
27.0025,-0.0507074
27.003,-0.0507074
27.0035,-0.0507074
27.004,-0.0507074
27.0045,-0.0507074
27.005,-0.0507074
27.0055,-0.0507074
27.006,-0.0507074
27.0065,-0.0507074
27.007,-0.0507074
27.0075,-0.0507074
27.008,-0.0507073
27.0085,-0.0507073
27.009,-0.0507073
27.0095,-0.0507073
27.01,-0.0507073
27.0105,-0.0507073
27.011,-0.0507073
27.0115,-0.0507073
27.012,-0.0507073
27.0125,-0.0507073
27.013,-0.0507073
27.0135,-0.0507073
27.014,-0.0507073
27.0145,-0.0507073
27.015,-0.0507072
27.0155,-0.0507072
27.016,-0.0507072
27.0165,-0.0507072
27.017,-0.0507072
27.0175,-0.0507072
27.018,-0.0507072
27.0185,-0.0507072
27.019,-0.0507072
27.0195,-0.0507072
27.02,-0.0507072
27.0205,-0.0507072
27.021,-0.0507072
27.0215,-0.0507072
27.022,-0.0507072
27.0225,-0.0507071
27.023,-0.0507071
27.0235,-0.0507071
27.024,-0.0507071
27.0245,-0.0507071
27.025,-0.0507071
27.0255,-0.0507071
27.026,-0.0507071
27.0265,-0.0507071
27.027,-0.0507071
27.0275,-0.0507071
27.028,-0.0507071
27.0285,-0.0507071
27.029,-0.0507071
27.0295,-0.050707
27.03,-0.050707
27.0305,-0.050707
27.031,-0.050707
27.0315,-0.050707
27.032,-0.050707
27.0325,-0.050707
27.033,-0.050707
27.0335,-0.050707
27.034,-0.050707
27.0345,-0.050707
27.035,-0.050707
27.0355,-0.050707
27.036,-0.050707
27.0365,-0.0507069
27.037,-0.0507069
27.0375,-0.0507069
27.038,-0.0507069
27.0385,-0.0507069
27.039,-0.0507069
27.0395,-0.0507069
27.04,-0.0507069
27.0405,-0.0507069
27.041,-0.0507069
27.0415,-0.0507069
27.042,-0.0507069
27.0425,-0.0507069
27.043,-0.0507069
27.0435,-0.0507069
27.044,-0.0507068
27.0445,-0.0507068
27.045,-0.0507068
27.0455,-0.0507068
27.046,-0.0507068
27.0465,-0.0507068
27.047,-0.0507068
27.0475,-0.0507068
27.048,-0.0507068
27.0485,-0.0507068
27.049,-0.0507068
27.0495,-0.0507068
27.05,-0.0507068
27.0505,-0.0507068
27.051,-0.0507067
27.0515,-0.0507067
27.052,-0.0507067
27.0525,-0.0507067
27.053,-0.0507067
27.0535,-0.0507067
27.054,-0.0507067
27.0545,-0.0507067
27.055,-0.0507067
27.0555,-0.0507067
27.056,-0.0507067
27.0565,-0.0507067
27.057,-0.0507067
27.0575,-0.0507067
27.058,-0.0507067
27.0585,-0.0507066
27.059,-0.0507066
27.0595,-0.0507066
27.06,-0.0507066
27.0605,-0.0507066
27.061,-0.0507066
27.0615,-0.0507066
27.062,-0.0507066
27.0625,-0.0507066
27.063,-0.0507066
27.0635,-0.0507066
27.064,-0.0507066
27.0645,-0.0507066
27.065,-0.0507066
27.0655,-0.0507065
27.066,-0.0507065
27.0665,-0.0507065
27.067,-0.0507065
27.0675,-0.0507065
27.068,-0.0507065
27.0685,-0.0507065
27.069,-0.0507065
27.0695,-0.0507065
27.07,-0.0507065
27.0705,-0.0507065
27.071,-0.0507065
27.0715,-0.0507065
27.072,-0.0507065
27.0725,-0.0507065
27.073,-0.0507064
27.0735,-0.0507064
27.074,-0.0507064
27.0745,-0.0507064
27.075,-0.0507064
27.0755,-0.0507064
27.076,-0.0507064
27.0765,-0.0507064
27.077,-0.0507064
27.0775,-0.0507064
27.078,-0.0507064
27.0785,-0.0507064
27.079,-0.0507064
27.0795,-0.0507064
27.08,-0.0507063
27.0805,-0.0507063
27.081,-0.0507063
27.0815,-0.0507063
27.082,-0.0507063
27.0825,-0.0507063
27.083,-0.0507063
27.0835,-0.0507063
27.084,-0.0507063
27.0845,-0.0507063
27.085,-0.0507063
27.0855,-0.0507063
27.086,-0.0507063
27.0865,-0.0507063
27.087,-0.0507063
27.0875,-0.0507062
27.088,-0.0507062
27.0885,-0.0507062
27.089,-0.0507062
27.0895,-0.0507062
27.09,-0.0507062
27.0905,-0.0507062
27.091,-0.0507062
27.0915,-0.0507062
27.092,-0.0507062
27.0925,-0.0507062
27.093,-0.0507062
27.0935,-0.0507062
27.094,-0.0507062
27.0945,-0.0507061
27.095,-0.0507061
27.0955,-0.0507061
27.096,-0.0507061
27.0965,-0.0507061
27.097,-0.0507061
27.0975,-0.0507061
27.098,-0.0507061
27.0985,-0.0507061
27.099,-0.0507061
27.0995,-0.0507061
27.1,-0.0507061
27.1005,-0.0507061
27.101,-0.0507061
27.1015,-0.050706
27.102,-0.050706
27.1025,-0.050706
27.103,-0.050706
27.1035,-0.050706
27.104,-0.050706
27.1045,-0.050706
27.105,-0.050706
27.1055,-0.050706
27.106,-0.050706
27.1065,-0.050706
27.107,-0.050706
27.1075,-0.050706
27.108,-0.050706
27.1085,-0.050706
27.109,-0.0507059
27.1095,-0.0507059
27.11,-0.0507059
27.1105,-0.0507059
27.111,-0.0507059
27.1115,-0.0507059
27.112,-0.0507059
27.1125,-0.0507059
27.113,-0.0507059
27.1135,-0.0507059
27.114,-0.0507059
27.1145,-0.0507059
27.115,-0.0507059
27.1155,-0.0507059
27.116,-0.0507058
27.1165,-0.0507058
27.117,-0.0507058
27.1175,-0.0507058
27.118,-0.0507058
27.1185,-0.0507058
27.119,-0.0507058
27.1195,-0.0507058
27.12,-0.0507058
27.1205,-0.0507058
27.121,-0.0507058
27.1215,-0.0507058
27.122,-0.0507058
27.1225,-0.0507058
27.123,-0.0507058
27.1235,-0.0507057
27.124,-0.0507057
27.1245,-0.0507057
27.125,-0.0507057
27.1255,-0.0507057
27.126,-0.0507057
27.1265,-0.0507057
27.127,-0.0507057
27.1275,-0.0507057
27.128,-0.0507057
27.1285,-0.0507057
27.129,-0.0507057
27.1295,-0.0507057
27.13,-0.0507057
27.1305,-0.0507056
27.131,-0.0507056
27.1315,-0.0507056
27.132,-0.0507056
27.1325,-0.0507056
27.133,-0.0507056
27.1335,-0.0507056
27.134,-0.0507056
27.1345,-0.0507056
27.135,-0.0507056
27.1355,-0.0507056
27.136,-0.0507056
27.1365,-0.0507056
27.137,-0.0507056
27.1375,-0.0507056
27.138,-0.0507055
27.1385,-0.0507055
27.139,-0.0507055
27.1395,-0.0507055
27.14,-0.0507055
27.1405,-0.0507055
27.141,-0.0507055
27.1415,-0.0507055
27.142,-0.0507055
27.1425,-0.0507055
27.143,-0.0507055
27.1435,-0.0507055
27.144,-0.0507055
27.1445,-0.0507055
27.145,-0.0507054
27.1455,-0.0507054
27.146,-0.0507054
27.1465,-0.0507054
27.147,-0.0507054
27.1475,-0.0507054
27.148,-0.0507054
27.1485,-0.0507054
27.149,-0.0507054
27.1495,-0.0507054
27.15,-0.0507054
27.1505,-0.0507054
27.151,-0.0507054
27.1515,-0.0507054
27.152,-0.0507054
27.1525,-0.0507053
27.153,-0.0507053
27.1535,-0.0507053
27.154,-0.0507053
27.1545,-0.0507053
27.155,-0.0507053
27.1555,-0.0507053
27.156,-0.0507053
27.1565,-0.0507053
27.157,-0.0507053
27.1575,-0.0507053
27.158,-0.0507053
27.1585,-0.0507053
27.159,-0.0507053
27.1595,-0.0507052
27.16,-0.0507052
27.1605,-0.0507052
27.161,-0.0507052
27.1615,-0.0507052
27.162,-0.0507052
27.1625,-0.0507052
27.163,-0.0507052
27.1635,-0.0507052
27.164,-0.0507052
27.1645,-0.0507052
27.165,-0.0507052
27.1655,-0.0507052
27.166,-0.0507052
27.1665,-0.0507052
27.167,-0.0507051
27.1675,-0.0507051
27.168,-0.0507051
27.1685,-0.0507051
27.169,-0.0507051
27.1695,-0.0507051
27.17,-0.0507051
27.1705,-0.0507051
27.171,-0.0507051
27.1715,-0.0507051
27.172,-0.0507051
27.1725,-0.0507051
27.173,-0.0507051
27.1735,-0.0507051
27.174,-0.050705
27.1745,-0.050705
27.175,-0.050705
27.1755,-0.050705
27.176,-0.050705
27.1765,-0.050705
27.177,-0.050705
27.1775,-0.050705
27.178,-0.050705
27.1785,-0.050705
27.179,-0.050705
27.1795,-0.050705
27.18,-0.050705
27.1805,-0.050705
27.181,-0.050705
27.1815,-0.0507049
27.182,-0.0507049
27.1825,-0.0507049
27.183,-0.0507049
27.1835,-0.0507049
27.184,-0.0507049
27.1845,-0.0507049
27.185,-0.0507049
27.1855,-0.0507049
27.186,-0.0507049
27.1865,-0.0507049
27.187,-0.0507049
27.1875,-0.0507049
27.188,-0.0507049
27.1885,-0.0507048
27.189,-0.0507048
27.1895,-0.0507048
27.19,-0.0507048
27.1905,-0.0507048
27.191,-0.0507048
27.1915,-0.0507048
27.192,-0.0507048
27.1925,-0.0507048
27.193,-0.0507048
27.1935,-0.0507048
27.194,-0.0507048
27.1945,-0.0507048
27.195,-0.0507048
27.1955,-0.0507048
27.196,-0.0507047
27.1965,-0.0507047
27.197,-0.0507047
27.1975,-0.0507047
27.198,-0.0507047
27.1985,-0.0507047
27.199,-0.0507047
27.1995,-0.0507047
27.2,-0.0507047
27.2005,-0.0507047
27.201,-0.0507047
27.2015,-0.0507047
27.202,-0.0507047
27.2025,-0.0507047
27.203,-0.0507046
27.2035,-0.0507046
27.204,-0.0507046
27.2045,-0.0507046
27.205,-0.0507046
27.2055,-0.0507046
27.206,-0.0507046
27.2065,-0.0507046
27.207,-0.0507046
27.2075,-0.0507046
27.208,-0.0507046
27.2085,-0.0507046
27.209,-0.0507046
27.2095,-0.0507046
27.21,-0.0507045
27.2105,-0.0507045
27.211,-0.0507045
27.2115,-0.0507045
27.212,-0.0507045
27.2125,-0.0507045
27.213,-0.0507045
27.2135,-0.0507045
27.214,-0.0507045
27.2145,-0.0507045
27.215,-0.0507045
27.2155,-0.0507045
27.216,-0.0507045
27.2165,-0.0507045
27.217,-0.0507045
27.2175,-0.0507044
27.218,-0.0507044
27.2185,-0.0507044
27.219,-0.0507044
27.2195,-0.0507044
27.22,-0.0507044
27.2205,-0.0507044
27.221,-0.0507044
27.2215,-0.0507044
27.222,-0.0507044
27.2225,-0.0507044
27.223,-0.0507044
27.2235,-0.0507044
27.224,-0.0507044
27.2245,-0.0507043
27.225,-0.0507043
27.2255,-0.0507043
27.226,-0.0507043
27.2265,-0.0507043
27.227,-0.0507043
27.2275,-0.0507043
27.228,-0.0507043
27.2285,-0.0507043
27.229,-0.0507043
27.2295,-0.0507043
27.23,-0.0507043
27.2305,-0.0507043
27.231,-0.0507043
27.2315,-0.0507043
27.232,-0.0507042
27.2325,-0.0507042
27.233,-0.0507042
27.2335,-0.0507042
27.234,-0.0507042
27.2345,-0.0507042
27.235,-0.0507042
27.2355,-0.0507042
27.236,-0.0507042
27.2365,-0.0507042
27.237,-0.0507042
27.2375,-0.0507042
27.238,-0.0507042
27.2385,-0.0507042
27.239,-0.0507041
27.2395,-0.0507041
27.24,-0.0507041
27.2405,-0.0507041
27.241,-0.0507041
27.2415,-0.0507041
27.242,-0.0507041
27.2425,-0.0507041
27.243,-0.0507041
27.2435,-0.0507041
27.244,-0.0507041
27.2445,-0.0507041
27.245,-0.0507041
27.2455,-0.0507041
27.246,-0.0507041
27.2465,-0.050704
27.247,-0.050704
27.2475,-0.050704
27.248,-0.050704
27.2485,-0.050704
27.249,-0.050704
27.2495,-0.050704
27.25,-0.050704
27.2505,-0.050704
27.251,-0.050704
27.2515,-0.050704
27.252,-0.050704
27.2525,-0.050704
27.253,-0.050704
27.2535,-0.0507039
27.254,-0.0507039
27.2545,-0.0507039
27.255,-0.0507039
27.2555,-0.0507039
27.256,-0.0507039
27.2565,-0.0507039
27.257,-0.0507039
27.2575,-0.0507039
27.258,-0.0507039
27.2585,-0.0507039
27.259,-0.0507039
27.2595,-0.0507039
27.26,-0.0507039
27.2605,-0.0507039
27.261,-0.0507038
27.2615,-0.0507038
27.262,-0.0507038
27.2625,-0.0507038
27.263,-0.0507038
27.2635,-0.0507038
27.264,-0.0507038
27.2645,-0.0507038
27.265,-0.0507038
27.2655,-0.0507038
27.266,-0.0507038
27.2665,-0.0507038
27.267,-0.0507038
27.2675,-0.0507038
27.268,-0.0507037
27.2685,-0.0507037
27.269,-0.0507037
27.2695,-0.0507037
27.27,-0.0507037
27.2705,-0.0507037
27.271,-0.0507037
27.2715,-0.0507037
27.272,-0.0507037
27.2725,-0.0507037
27.273,-0.0507037
27.2735,-0.0507037
27.274,-0.0507037
27.2745,-0.0507037
27.275,-0.0507037
27.2755,-0.0507036
27.276,-0.0507036
27.2765,-0.0507036
27.277,-0.0507036
27.2775,-0.0507036
27.278,-0.0507036
27.2785,-0.0507036
27.279,-0.0507036
27.2795,-0.0507036
27.28,-0.0507036
27.2805,-0.0507036
27.281,-0.0507036
27.2815,-0.0507036
27.282,-0.0507036
27.2825,-0.0507035
27.283,-0.0507035
27.2835,-0.0507035
27.284,-0.0507035
27.2845,-0.0507035
27.285,-0.0507035
27.2855,-0.0507035
27.286,-0.0507035
27.2865,-0.0507035
27.287,-0.0507035
27.2875,-0.0507035
27.288,-0.0507035
27.2885,-0.0507035
27.289,-0.0507035
27.2895,-0.0507035
27.29,-0.0507034
27.2905,-0.0507034
27.291,-0.0507034
27.2915,-0.0507034
27.292,-0.0507034
27.2925,-0.0507034
27.293,-0.0507034
27.2935,-0.0507034
27.294,-0.0507034
27.2945,-0.0507034
27.295,-0.0507034
27.2955,-0.0507034
27.296,-0.0507034
27.2965,-0.0507034
27.297,-0.0507033
27.2975,-0.0507033
27.298,-0.0507033
27.2985,-0.0507033
27.299,-0.0507033
27.2995,-0.0507033
27.3,-0.0507033
27.3005,-0.0507033
27.301,-0.0507033
27.3015,-0.0507033
27.302,-0.0507033
27.3025,-0.0507033
27.303,-0.0507033
27.3035,-0.0507033
27.304,-0.0507033
27.3045,-0.0507032
27.305,-0.0507032
27.3055,-0.0507032
27.306,-0.0507032
27.3065,-0.0507032
27.307,-0.0507032
27.3075,-0.0507032
27.308,-0.0507032
27.3085,-0.0507032
27.309,-0.0507032
27.3095,-0.0507032
27.31,-0.0507032
27.3105,-0.0507032
27.311,-0.0507032
27.3115,-0.0507031
27.312,-0.0507031
27.3125,-0.0507031
27.313,-0.0507031
27.3135,-0.0507031
27.314,-0.0507031
27.3145,-0.0507031
27.315,-0.0507031
27.3155,-0.0507031
27.316,-0.0507031
27.3165,-0.0507031
27.317,-0.0507031
27.3175,-0.0507031
27.318,-0.0507031
27.3185,-0.0507031
27.319,-0.050703
27.3195,-0.050703
27.32,-0.050703
27.3205,-0.050703
27.321,-0.050703
27.3215,-0.050703
27.322,-0.050703
27.3225,-0.050703
