0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0111644,0.022317,0.0334461,0.0445401,0.0555873,0.066576,0.0774949,0.0883324,0.0990774,0.109719,0.120245,0.130646,0.14091,0.151028,0.160988,0.170781,0.180397,0.189825,0.199058,0.208085,0.216897,0.225486,0.233844,0.241962,0.249832,0.257448,0.2648,0.271884,0.278691,0.285215,0.291451,0.297393,0.303035,0.308371,0.313398,0.31811,0.322503,0.326573,0.330317,0.333731,0.336813,0.339559,0.341967,0.344035,0.345761,0.347143,0.348181,0.348874,0.34922,0.34922,0.348874,0.348181,0.347143,0.345761,0.344035,0.341967,0.339559,0.336813,0.333731,0.330317,0.326573,0.322503,0.31811,0.313398,0.308371,0.303035,0.297393,0.291451,0.285215,0.278691,0.271884,0.2648,0.257448,0.249832,0.241962,0.233844,0.225486,0.216897,0.208085,0.199058,0.189825,0.180397,0.170781,0.160988,0.151028,0.14091,0.130646,0.120245,0.109719,0.0990774,0.0883324,0.0774949,0.066576,0.0555873,0.0445401,0.0334461,0.022317,0.0111644,4.3093e-17
0,0.0223405,0.0446575,0.0669275,0.0891271,0.111233,0.133222,0.155071,0.176757,0.198259,0.219552,0.240616,0.261428,0.281967,0.302212,0.322143,0.341739,0.36098,0.379847,0.398321,0.416384,0.434018,0.451205,0.467928,0.484172,0.49992,0.515158,0.52987,0.544044,0.557664,0.57072,0.583197,0.595086,0.606374,0.617052,0.62711,0.636538,0.645328,0.653473,0.660964,0.667796,0.673961,0.679455,0.684274,0.688411,0.691865,0.694631,0.696708,0.698094,0.698787,0.698787,0.698094,0.696708,0.694631,0.691865,0.688411,0.684274,0.679455,0.673961,0.667796,0.660964,0.653473,0.645328,0.636538,0.62711,0.617052,0.606374,0.595086,0.583197,0.57072,0.557664,0.544044,0.52987,0.515158,0.49992,0.484172,0.467928,0.451205,0.434018,0.416384,0.398321,0.379847,0.36098,0.341739,0.322143,0.302212,0.281967,0.261428,0.240616,0.219552,0.198259,0.176757,0.155071,0.133222,0.111233,0.0891271,0.0669275,0.0446575,0.0223405,8.62313e-17
0,0.0335401,0.0670449,0.100479,0.133808,0.166996,0.200008,0.23281,0.265368,0.297647,0.329615,0.361238,0.392483,0.423318,0.453712,0.483633,0.513052,0.541938,0.570262,0.597996,0.625113,0.651585,0.677386,0.702492,0.726877,0.750519,0.773393,0.79548,0.816756,0.837203,0.856802,0.875533,0.893379,0.910325,0.926354,0.941452,0.955605,0.9688,0.981026,0.992271,1.00253,1.01178,1.02003,1.02726,1.03347,1.03866,1.04281,1.04593,1.04801,1.04905,1.04905,1.04801,1.04593,1.04281,1.03866,1.03347,1.02726,1.02003,1.01178,1.00253,0.992271,0.981026,0.9688,0.955605,0.941452,0.926354,0.910325,0.893379,0.875533,0.856802,0.837203,0.816756,0.79548,0.773393,0.750519,0.726877,0.702492,0.677386,0.651585,0.625113,0.597996,0.570262,0.541938,0.513052,0.483633,0.453712,0.423318,0.392483,0.361238,0.329615,0.297647,0.265368,0.23281,0.200008,0.166996,0.133808,0.100479,0.0670449,0.0335401,1.2946e-16
0,0.0447751,0.089503,0.134137,0.178629,0.222934,0.267004,0.310793,0.354257,0.397348,0.440023,0.482238,0.523948,0.56511,0.605684,0.645626,0.684897,0.723457,0.761267,0.798289,0.834486,0.869823,0.904264,0.937776,0.970327,1.00188,1.03242,1.0619,1.0903,1.11759,1.14375,1.16875,1.19257,1.21519,1.23659,1.25674,1.27563,1.29324,1.30956,1.32457,1.33826,1.35061,1.36162,1.37127,1.37956,1.38648,1.39202,1.39618,1.39896,1.40035,1.40035,1.39896,1.39618,1.39202,1.38648,1.37956,1.37127,1.36162,1.35061,1.33826,1.32457,1.30956,1.29324,1.27563,1.25674,1.23659,1.21519,1.19257,1.16875,1.14375,1.11759,1.0903,1.0619,1.03242,1.00188,0.970327,0.937776,0.904264,0.869823,0.834486,0.798289,0.761267,0.723457,0.684897,0.645626,0.605684,0.56511,0.523948,0.482238,0.440023,0.397348,0.354257,0.310793,0.267004,0.222934,0.178629,0.134137,0.089503,0.0447751,1.72826e-16
0,0.0560572,0.112055,0.167935,0.223639,0.279106,0.334281,0.389103,0.443517,0.497466,0.550892,0.603742,0.65596,0.707493,0.758287,0.808291,0.857454,0.905727,0.95306,0.999406,1.04472,1.08896,1.13207,1.17402,1.21477,1.25427,1.29249,1.3294,1.36495,1.39911,1.43186,1.46315,1.49297,1.52128,1.54806,1.57329,1.59693,1.61898,1.6394,1.65819,1.67532,1.69078,1.70456,1.71664,1.72702,1.73568,1.74262,1.74782,1.7513,1.75304,1.75304,1.7513,1.74782,1.74262,1.73568,1.72702,1.71664,1.70456,1.69078,1.67532,1.65819,1.6394,1.61898,1.59693,1.57329,1.54806,1.52128,1.49297,1.46315,1.43186,1.39911,1.36495,1.3294,1.29249,1.25427,1.21477,1.17402,1.13207,1.08896,1.04472,0.999406,0.95306,0.905727,0.857454,0.808291,0.758287,0.707493,0.65596,0.603742,0.550892,0.497466,0.443517,0.389103,0.334281,0.279106,0.223639,0.167935,0.112055,0.0560572,2.16373e-16
0,0.0673983,0.134726,0.201911,0.268883,0.335573,0.401909,0.467822,0.533243,0.598105,0.662339,0.725878,0.788658,0.850613,0.91168,0.971797,1.0309,1.08894,1.14584,1.20156,1.25603,1.30921,1.36104,1.41147,1.46046,1.50794,1.55389,1.59825,1.64099,1.68205,1.72141,1.75903,1.79487,1.82891,1.8611,1.89141,1.91984,1.94633,1.97088,1.99346,2.01405,2.03264,2.0492,2.06372,2.07619,2.0866,2.09494,2.1012,2.10538,2.10746,2.10746,2.10538,2.1012,2.09494,2.0866,2.07619,2.06372,2.0492,2.03264,2.01405,1.99346,1.97088,1.94633,1.91984,1.89141,1.8611,1.82891,1.79487,1.75903,1.72141,1.68205,1.64099,1.59825,1.55389,1.50794,1.46046,1.41147,1.36104,1.30921,1.25603,1.20156,1.14584,1.08894,1.0309,0.971797,0.91168,0.850613,0.788658,0.725878,0.662339,0.598105,0.533243,0.467822,0.401909,0.335573,0.268883,0.201911,0.134726,0.0673983,2.60149e-16
0,0.0788106,0.157538,0.236099,0.314412,0.392392,0.46996,0.547033,0.62353,0.699372,0.774479,0.848774,0.92218,0.994622,1.06602,1.13631,1.20542,1.27327,1.33981,1.40495,1.46864,1.53081,1.59141,1.65037,1.70764,1.76316,1.81687,1.86873,1.91869,1.9667,2.01271,2.05669,2.09859,2.13837,2.176,2.21144,2.24466,2.27564,2.30433,2.33073,2.3548,2.37652,2.39588,2.41285,2.42743,2.4396,2.44934,2.45666,2.46154,2.46398,2.46398,2.46154,2.45666,2.44934,2.4396,2.42743,2.41285,2.39588,2.37652,2.3548,2.33073,2.30433,2.27564,2.24466,2.21144,2.176,2.13837,2.09859,2.05669,2.01271,1.9667,1.91869,1.86873,1.81687,1.76316,1.70764,1.65037,1.59141,1.53081,1.46864,1.40495,1.33981,1.27327,1.20542,1.13631,1.06602,0.994622,0.92218,0.848774,0.774479,0.699372,0.62353,0.547033,0.46996,0.392392,0.314412,0.236099,0.157538,0.0788106,3.04199e-16
0,0.090306,0.180517,0.270537,0.360271,0.449626,0.538506,0.626819,0.714472,0.801373,0.887432,0.97256,1.05667,1.13967,1.22148,1.30202,1.38119,1.45894,1.53516,1.6098,1.68277,1.754,1.82342,1.89097,1.95657,2.02017,2.08171,2.14112,2.19835,2.25334,2.30605,2.35643,2.40442,2.44999,2.49309,2.53369,2.57174,2.60722,2.64009,2.67032,2.69789,2.72277,2.74494,2.76438,2.78108,2.79501,2.80617,2.81455,2.82014,2.82294,2.82294,2.82014,2.81455,2.80617,2.79501,2.78108,2.76438,2.74494,2.72277,2.69789,2.67032,2.64009,2.60722,2.57174,2.53369,2.49309,2.44999,2.40442,2.35643,2.30605,2.25334,2.19835,2.14112,2.08171,2.02017,1.95657,1.89097,1.82342,1.754,1.68277,1.6098,1.53516,1.45894,1.38119,1.30202,1.22148,1.13967,1.05667,0.97256,0.887432,0.801373,0.714472,0.626819,0.538506,0.449626,0.360271,0.270537,0.180517,0.090306,3.48569e-16
0,0.101897,0.203686,0.30526,0.406511,0.507333,0.607619,0.707265,0.806165,0.904217,1.00132,1.09737,1.19226,1.28591,1.37821,1.46907,1.5584,1.64611,1.73211,1.81631,1.89863,1.97899,2.0573,2.1335,2.20751,2.27925,2.34867,2.41568,2.48024,2.54227,2.60172,2.65854,2.71268,2.76407,2.81269,2.85847,2.90139,2.94141,2.97848,3.01257,3.04366,3.07173,3.09673,3.11865,3.13748,3.1532,3.16579,3.17524,3.18154,3.1847,3.1847,3.18154,3.17524,3.16579,3.1532,3.13748,3.11865,3.09673,3.07173,3.04366,3.01257,2.97848,2.94141,2.90139,2.85847,2.81269,2.76407,2.71268,2.65854,2.60172,2.54227,2.48024,2.41568,2.34867,2.27925,2.20751,2.1335,2.0573,1.97899,1.89863,1.81631,1.73211,1.64611,1.5584,1.46907,1.37821,1.28591,1.19226,1.09737,1.00132,0.904217,0.806165,0.707265,0.607619,0.507333,0.406511,0.30526,0.203686,0.101897,3.93309e-16
